#1_usercol	2_usercol	3_usercol	4_pct_at	5_pct_gc	6_num_A	7_num_C	8_num_G	9_num_T	10_num_N	11_num_oth	12_seq_len
chr1	410001	420000	0.600060	0.399940	3014	1969	2030	2986	0	0	9999
chr1	420001	430000	0.595660	0.404340	2772	2190	1853	3184	0	0	9999
chr1	430001	440000	0.652065	0.347935	3334	1766	1713	3186	0	0	9999
chr1	440001	450000	0.583058	0.416942	2794	2055	2114	3036	0	0	9999
chr1	450001	460000	0.564056	0.435944	2849	2211	2148	2791	0	0	9999
chr1	460001	470000	0.595960	0.404040	2983	2058	1982	2976	0	0	9999
chr1	470001	480000	0.596660	0.403340	2999	2094	1939	2967	0	0	9999
chr1	480001	490000	0.592459	0.407541	3020	2018	2057	2904	0	0	9999
chr1	490001	500000	0.570257	0.429743	3196	2146	2151	2506	0	0	9999
chr1	500001	510000	0.574057	0.425943	3301	2221	2038	2439	0	0	9999
chr1	510001	520000	0.653865	0.346135	3191	2018	1443	3347	0	0	9999
chr1	520001	530000	0.623762	0.376238	3074	1764	1998	3163	0	0	9999
chr1	530001	540000	0.658366	0.341634	3320	1848	1568	3263	0	0	9999
chr1	540001	550000	0.616062	0.383938	3165	1865	1974	2995	0	0	9999
chr1	550001	560000	0.629063	0.370937	3051	1879	1830	3239	0	0	9999
chr1	560001	570000	0.623362	0.376638	3220	1995	1771	3013	0	0	9999
chr1	570001	580000	0.607061	0.392939	3172	2087	1842	2898	0	0	9999
chr1	580001	590000	0.605061	0.394939	3127	2138	1811	2923	0	0	9999
chr1	590001	600000	0.680968	0.319032	3407	1662	1528	3402	0	0	9999
chr1	600001	610000	0.629863	0.370137	3277	1994	1707	3021	0	0	9999
chr1	610001	620000	0.585059	0.414941	2773	1840	2309	3077	0	0	9999
chr1	620001	630000	0.559256	0.440744	2870	2161	2246	2722	0	0	9999
chr1	630001	640000	0.292329	0.196220	1561	832	1130	1362	5114	0	9999
chr1	640001	650000	0.460146	0.452345	2501	2711	1812	2100	875	0	9999
chr1	650001	660000	0.574257	0.298430	2943	1611	1373	2799	1273	0	9999
chr1	660001	670000	0.539054	0.460946	2547	2150	2459	2843	0	0	9999
chr1	670001	680000	0.438644	0.503150	2141	2538	2493	2245	582	0	9999
chr1	680001	690000	0.432843	0.564856	2060	2857	2791	2268	23	0	9999
chr1	690001	700000	0.573257	0.426743	2763	2284	1983	2969	0	0	9999
chr1	700001	710000	0.565057	0.434943	2745	2228	2121	2905	0	0	9999
chr1	710001	720000	0.603360	0.396640	3110	1918	2048	2923	0	0	9999
chr1	720001	730000	0.597560	0.402440	3014	2061	1963	2961	0	0	9999
chr1	730001	740000	0.579658	0.420342	3077	2211	1992	2719	0	0	9999
chr1	740001	750000	0.537854	0.462146	2760	2325	2296	2618	0	0	9999
chr1	750001	760000	0.535454	0.464546	2774	2662	1983	2580	0	0	9999
chr1	760001	770000	0.665567	0.334433	3118	1575	1769	3537	0	0	9999
chr1	770001	780000	0.587759	0.412241	2899	1918	2204	2978	0	0	9999
chr1	780001	790000	0.481748	0.518252	2423	2430	2752	2394	0	0	9999
chr1	790001	800000	0.515051	0.484948	2654	2424	2425	2496	0	0	9999
chr1	800001	810000	0.540854	0.459146	2770	2287	2304	2638	0	0	9999
chr1	810001	820000	0.539354	0.460646	2815	2420	2186	2578	0	0	9999
chr1	820001	830000	0.533753	0.466247	2835	2330	2332	2502	0	0	9999
chr1	830001	840000	0.617562	0.382438	3073	1970	1854	3102	0	0	9999
chr1	840001	850000	0.541854	0.458146	2547	2222	2359	2871	0	0	9999
chr1	850001	860000	0.578858	0.419142	2912	2050	2141	2876	20	0	9999
chr1	860001	870000	0.573557	0.426443	2948	2216	2048	2787	0	0	9999
chr1	870001	880000	0.543554	0.446445	2596	2451	2013	2839	100	0	9999
chr1	880001	890000	0.288729	0.238924	1443	1155	1234	1444	4723	0	9999
chr1	890001	900000	0.608761	0.391239	3029	1869	2043	3058	0	0	9999
chr1	900001	910000	0.598360	0.401640	3039	2015	2001	2944	0	0	9999
chr1	910001	920000	0.573057	0.426943	2814	2149	2120	2916	0	0	9999
chr1	920001	930000	0.606861	0.393139	3137	1981	1950	2931	0	0	9999
chr1	930001	940000	0.142414	0.121012	731	580	630	693	7365	0	9999
chr1	940001	950000	0.468247	0.291829	2505	1403	1515	2177	2399	0	9999
chr1	950001	960000	0.610761	0.389239	3136	1927	1965	2971	0	0	9999
chr1	960001	970000	0.580558	0.419442	2899	2130	2064	2906	0	0	9999
chr1	970001	980000	0.599760	0.400240	3038	2020	1982	2959	0	0	9999
chr1	980001	990000	0.579158	0.420842	2834	2054	2154	2957	0	0	9999
chr1	990001	1000000	0.570757	0.429243	3010	2216	2076	2697	0	0	9999
chr1	1000001	1010000	0.583758	0.416242	3009	2130	2032	2828	0	0	9999
chr1	1010001	1020000	0.637564	0.362436	3106	1652	1972	3269	0	0	9999
chr1	1020001	1030000	0.622762	0.377238	3043	1822	1950	3184	0	0	9999
chr1	1030001	1040000	0.625063	0.374938	3210	1868	1881	3040	0	0	9999
chr1	1040001	1050000	0.577558	0.422442	2924	2100	2124	2851	0	0	9999
chr1	1050001	1060000	0.683668	0.316332	3433	1561	1602	3403	0	0	9999
chr1	1060001	1070000	0.535954	0.464046	2656	2295	2345	2703	0	0	9999
chr1	1070001	1080000	0.613861	0.386139	2978	1980	1881	3160	0	0	9999
chr1	1080001	1090000	0.577458	0.422542	2853	2026	2199	2921	0	0	9999
chr1	1090001	1100000	0.567857	0.432143	2828	2144	2177	2850	0	0	9999
chr1	1100001	1110000	0.649465	0.350535	3339	1737	1768	3155	0	0	9999
chr1	1110001	1120000	0.676468	0.323532	3325	1693	1542	3439	0	0	9999
chr1	1120001	1130000	0.482448	0.517552	2547	2378	2797	2277	0	0	9999
chr1	1130001	1140000	0.574057	0.425943	2829	2199	2060	2911	0	0	9999
chr1	1140001	1150000	0.572857	0.427143	2851	2243	2028	2877	0	0	9999
chr1	1150001	1160000	0.639264	0.360736	3305	1994	1613	3087	0	0	9999
chr1	1160001	1170000	0.673967	0.326033	3529	1600	1660	3210	0	0	9999
chr1	1170001	1180000	0.587059	0.412941	2969	1883	2246	2901	0	0	9999
chr1	1180001	1190000	0.569457	0.430543	2789	2018	2287	2905	0	0	9999
chr1	1190001	1200000	0.548955	0.451045	2894	2364	2146	2595	0	0	9999
chr1	1200001	1210000	0.546955	0.453045	2725	2258	2272	2744	0	0	9999
chr1	1210001	1220000	0.627663	0.372337	3060	1858	1865	3216	0	0	9999
chr1	1220001	1230000	0.615262	0.384738	3027	1765	2082	3125	0	0	9999
chr1	1230001	1240000	0.574057	0.425943	2732	1952	2307	3008	0	0	9999
chr1	1240001	1250000	0.605161	0.394839	2982	1952	1996	3069	0	0	9999
chr1	1250001	1260000	0.520552	0.479448	2577	2522	2272	2628	0	0	9999
chr1	1260001	1270000	0.611361	0.388639	3230	1876	2010	2883	0	0	9999
chr1	1270001	1280000	0.594759	0.405241	2915	2150	1902	3032	0	0	9999
chr1	1280001	1290000	0.627863	0.372137	3285	1971	1750	2993	0	0	9999
chr1	1290001	1300000	0.576158	0.423842	2762	2037	2201	2999	0	0	9999
chr1	1300001	1310000	0.558356	0.441644	2804	2227	2189	2779	0	0	9999
chr1	1310001	1320000	0.524052	0.475948	2507	2325	2434	2733	0	0	9999
chr1	1320001	1330000	0.569257	0.430743	2901	1987	2320	2791	0	0	9999
chr1	1330001	1340000	0.572157	0.427843	2917	2058	2220	2804	0	0	9999
chr1	1340001	1350000	0.594859	0.405141	3060	2237	1814	2888	0	0	9999
chr1	1350001	1360000	0.572857	0.427143	2832	2112	2159	2896	0	0	9999
chr1	1360001	1370000	0.623362	0.376638	3223	1942	1824	3010	0	0	9999
chr1	1370001	1380000	0.545155	0.454845	2752	2209	2339	2699	0	0	9999
chr1	1380001	1390000	0.586759	0.413241	3028	2169	1963	2839	0	0	9999
chr1	1390001	1400000	0.565557	0.434443	2882	2316	2028	2773	0	0	9999
chr1	1400001	1410000	0.574957	0.425043	2855	2025	2225	2894	0	0	9999
chr1	1410001	1420000	0.557556	0.442444	2939	2280	2144	2636	0	0	9999
chr1	1420001	1430000	0.599460	0.400540	2929	1991	2014	3065	0	0	9999
chr1	1430001	1440000	0.585259	0.414741	2822	1911	2236	3030	0	0	9999
chr1	1440001	1450000	0.563156	0.436844	2519	1989	2379	3112	0	0	9999
chr1	1450001	1460000	0.610461	0.389539	3016	1910	1985	3088	0	0	9999
chr1	1460001	1470000	0.495450	0.504550	2548	2559	2486	2406	0	0	9999
chr1	1470001	1480000	0.695970	0.304030	3576	1517	1523	3383	0	0	9999
chr1	1480001	1490000	0.576358	0.423642	2878	1897	2339	2885	0	0	9999
chr1	1490001	1500000	0.685469	0.314531	3451	1415	1730	3403	0	0	9999
chr1	1500001	1510000	0.593659	0.406341	3016	1949	2114	2920	0	0	9999
chr1	1510001	1520000	0.093109	0.042104	439	224	197	492	8647	0	9999
chr1	1520001	1530000	0.071407	0.055406	323	284	270	391	8731	0	9999
chr1	1530001	1540000	0.615662	0.384338	2976	1914	1929	3180	0	0	9999
chr1	1540001	1550000	0.583558	0.416442	2924	2079	2085	2911	0	0	9999
chr1	1550001	1560000	0.588059	0.411941	3030	2087	2032	2850	0	0	9999
chr1	1560001	1570000	0.596760	0.403240	2963	1957	2075	3004	0	0	9999
chr1	1570001	1580000	0.565257	0.434743	2752	2066	2281	2900	0	0	9999
chr1	1580001	1590000	0.652865	0.347135	3371	1766	1705	3157	0	0	9999
chr1	1590001	1600000	0.546855	0.453145	2665	2125	2406	2803	0	0	9999
chr1	1600001	1610000	0.567257	0.432743	2641	2175	2152	3031	0	0	9999
chr1	1610001	1620000	0.625563	0.374437	3249	1980	1764	3006	0	0	9999
chr1	1620001	1630000	0.578658	0.421342	3066	2130	2083	2720	0	0	9999
chr1	1630001	1640000	0.534754	0.465247	2724	2190	2462	2623	0	0	9999
chr1	1640001	1650000	0.581858	0.418142	2881	2285	1896	2937	0	0	9999
chr1	1650001	1660000	0.523352	0.476648	2760	2217	2549	2473	0	0	9999
chr1	1660001	1670000	0.649465	0.350535	3295	1739	1766	3199	0	0	9999
chr1	1670001	1680000	0.602060	0.397940	3066	1903	2076	2954	0	0	9999
chr1	1680001	1690000	0.569657	0.430343	2826	2077	2226	2870	0	0	9999
chr1	1690001	1700000	0.570957	0.429043	2777	2151	2139	2932	0	0	9999
chr1	1700001	1710000	0.586659	0.413341	3026	2111	2022	2840	0	0	9999
chr1	1710001	1720000	0.577858	0.422142	2827	2027	2194	2951	0	0	9999
chr1	1720001	1730000	0.537454	0.462546	2709	2277	2348	2665	0	0	9999
chr1	1730001	1740000	0.533553	0.466447	2830	2436	2228	2505	0	0	9999
chr1	1740001	1750000	0.584358	0.415642	3050	2132	2024	2793	0	0	9999
chr1	1750001	1760000	0.543154	0.456846	2892	2491	2077	2539	0	0	9999
chr1	1760001	1770000	0.600960	0.399040	3095	2082	1908	2914	0	0	9999
chr1	1770001	1780000	0.603760	0.396240	3013	2019	1943	3024	0	0	9999
chr1	1780001	1790000	0.572357	0.427643	2920	2037	2239	2803	0	0	9999
chr1	1790001	1800000	0.717372	0.282628	3696	1426	1400	3477	0	0	9999
chr1	1800001	1810000	0.599060	0.400940	3103	2007	2002	2887	0	0	9999
chr1	1810001	1820000	0.606661	0.393339	3125	1993	1940	2941	0	0	9999
chr1	1820001	1830000	0.590259	0.409741	3071	2045	2052	2831	0	0	9999
chr1	1830001	1840000	0.566857	0.433143	2766	1991	2340	2902	0	0	9999
chr1	1840001	1850000	0.548955	0.451045	2698	2252	2258	2791	0	0	9999
chr1	1850001	1860000	0.599260	0.400740	3016	1889	2118	2976	0	0	9999
chr1	1860001	1870000	0.588759	0.411241	2895	2091	2021	2992	0	0	9999
chr1	1870001	1880000	0.600160	0.399840	3027	2012	1986	2974	0	0	9999
chr1	1880001	1890000	0.572157	0.427843	2998	2284	1994	2723	0	0	9999
chr1	1890001	1900000	0.574257	0.425743	2943	1976	2281	2799	0	0	9999
chr1	1900001	1910000	0.612561	0.387439	2913	1843	2031	3212	0	0	9999
chr1	1910001	1920000	0.533853	0.466147	2701	2297	2364	2637	0	0	9999
chr1	1920001	1930000	0.584058	0.415942	2926	2185	1974	2914	0	0	9999
chr1	1930001	1940000	0.511751	0.488249	2546	2669	2213	2571	0	0	9999
chr1	1940001	1950000	0.456746	0.543254	2229	3115	2317	2338	0	0	9999
chr1	1950001	1960000	0.485949	0.514051	2503	3006	2134	2356	0	0	9999
chr1	1960001	1970000	0.618962	0.381038	3241	2176	1634	2948	0	0	9999
chr1	1970001	1980000	0.579358	0.420642	3318	2330	1876	2475	0	0	9999
chr1	1980001	1990000	0.630663	0.369337	3179	1956	1737	3127	0	0	9999
chr1	1990001	2000000	0.643264	0.356736	3128	1881	1686	3304	0	0	9999
chr1	2000001	2010000	0.577258	0.422742	3028	2226	2001	2744	0	0	9999
chr1	2010001	2020000	0.565257	0.434743	2918	2378	1969	2734	0	0	9999
chr1	2020001	2030000	0.638464	0.361536	3261	1828	1787	3123	0	0	9999
chr1	2030001	2040000	0.588959	0.411041	2842	2083	2027	3047	0	0	9999
chr1	2040001	2050000	0.625163	0.374837	3090	1854	1894	3161	0	0	9999
chr1	2050001	2060000	0.583658	0.416342	2935	2200	1963	2901	0	0	9999
chr1	2060001	2070000	0.652565	0.347435	3218	1729	1745	3307	0	0	9999
chr1	2070001	2080000	0.608561	0.391439	3041	1893	2021	3044	0	0	9999
chr1	2080001	2090000	0.597660	0.402340	2923	1960	2063	3053	0	0	9999
chr1	2090001	2100000	0.591859	0.408141	2962	2004	2077	2956	0	0	9999
chr1	2100001	2110000	0.607661	0.392339	3010	1985	1938	3066	0	0	9999
chr1	2110001	2120000	0.600960	0.399040	2975	2007	1983	3034	0	0	9999
chr1	2120001	2130000	0.605261	0.394739	3119	2020	1927	2933	0	0	9999
chr1	2130001	2140000	0.627863	0.372137	3192	1966	1755	3086	0	0	9999
chr1	2140001	2150000	0.617562	0.382438	3082	1867	1957	3093	0	0	9999
chr1	2150001	2160000	0.559556	0.440444	2861	2094	2310	2734	0	0	9999
chr1	2160001	2170000	0.587759	0.412241	3187	2202	1920	2690	0	0	9999
chr1	2170001	2180000	0.552355	0.447645	2809	2363	2113	2714	0	0	9999
chr1	2180001	2190000	0.593359	0.406641	3060	2144	1922	2873	0	0	9999
chr1	2190001	2200000	0.575858	0.424142	2901	2241	2000	2857	0	0	9999
chr1	2200001	2210000	0.609761	0.390239	3078	2000	1902	3019	0	0	9999
chr1	2210001	2220000	0.573457	0.426543	3032	2168	2097	2702	0	0	9999
chr1	2220001	2230000	0.567157	0.432843	2741	2162	2166	2930	0	0	9999
chr1	2230001	2240000	0.621062	0.378938	3118	1803	1986	3092	0	0	9999
chr1	2240001	2250000	0.599560	0.400440	3035	1967	2037	2960	0	0	9999
chr1	2250001	2260000	0.548355	0.451645	2709	2192	2324	2774	0	0	9999
chr1	2260001	2270000	0.621062	0.378938	2995	1853	1936	3215	0	0	9999
chr1	2270001	2280000	0.596060	0.403940	2944	2069	1970	3016	0	0	9999
chr1	2280001	2290000	0.588259	0.411741	2939	1819	2298	2943	0	0	9999
chr1	2290001	2300000	0.692069	0.307931	3352	1682	1397	3568	0	0	9999
chr1	2300001	2310000	0.068707	0.021602	333	118	98	354	9096	0	9999
chr1	2310001	2320000	0.273427	0.147915	1314	742	737	1420	5786	0	9999
chr1	2320001	2330000	0.467547	0.522452	2346	2543	2681	2329	100	0	9999
chr1	2330001	2340000	0.086809	0.100410	419	414	590	449	8127	0	9999
chr1	2340001	2350000	0.000000	0.000000	0	0	0	0	9999	0	9999
chr1	2350001	2360000	0.257526	0.162916	1261	814	815	1314	5795	0	9999
chr1	2360001	2370000	0.576958	0.413041	2822	1975	2155	2947	100	0	9999
chr1	2370001	2380000	0.466047	0.366737	2278	2038	1629	2382	1672	0	9999
chr1	2380001	2390000	0.000000	0.000000	0	0	0	0	9999	0	9999
chr1	2390001	2400000	0.000000	0.000000	0	0	0	0	9999	0	9999
chr1	2400001	2410000	0.160716	0.109711	809	540	557	798	7295	0	9999
chr1	2410001	2420000	0.474347	0.341834	2425	1666	1752	2318	1838	0	9999
chr1	2420001	2430000	0.000000	0.000000	0	0	0	0	9999	0	9999
chr1	2430001	2440000	0.000000	0.000000	0	0	0	0	9999	0	9999
chr1	2440001	2450000	0.475448	0.355436	2416	1757	1797	2338	1691	0	9999
chr1	2450001	2460000	0.705371	0.294629	3587	1452	1494	3466	0	0	9999
chr1	2460001	2470000	0.691469	0.308531	3430	1590	1495	3484	0	0	9999
chr1	2470001	2480000	0.613461	0.386539	3071	1976	1889	3063	0	0	9999
chr1	2480001	2490000	0.604460	0.395540	2918	1878	2077	3126	0	0	9999
chr1	2490001	2500000	0.570757	0.429243	2974	2193	2099	2733	0	0	9999
chr1	2500001	2510000	0.600160	0.399840	3204	2124	1874	2797	0	0	9999
chr1	2510001	2520000	0.663766	0.336234	3380	1783	1579	3257	0	0	9999
chr1	2520001	2530000	0.615262	0.384738	2994	1795	2052	3158	0	0	9999
chr1	2530001	2540000	0.657166	0.342834	3161	1829	1599	3410	0	0	9999
chr1	2540001	2550000	0.550255	0.449745	2806	2412	2085	2696	0	0	9999
chr1	2550001	2560000	0.714471	0.285529	3580	1376	1479	3564	0	0	9999
chr1	2560001	2570000	0.608961	0.391039	3046	1858	2052	3043	0	0	9999
chr1	2570001	2580000	0.606661	0.393339	3368	2118	1815	2698	0	0	9999
chr1	2580001	2590000	0.562856	0.437144	3098	2258	2113	2530	0	0	9999
chr1	2590001	2600000	0.627063	0.372937	3161	1829	1900	3109	0	0	9999
chr1	2600001	2610000	0.599160	0.400840	3068	1954	2054	2923	0	0	9999
chr1	2610001	2620000	0.583458	0.416542	3217	2217	1948	2617	0	0	9999
chr1	2620001	2630000	0.657266	0.342734	3285	1590	1837	3287	0	0	9999
chr1	2630001	2640000	0.591959	0.408041	2660	2022	2058	3259	0	0	9999
chr1	2640001	2650000	0.628663	0.371337	3185	1783	1930	3101	0	0	9999
chr1	2650001	2660000	0.557656	0.442344	2694	2206	2217	2882	0	0	9999
chr1	2660001	2670000	0.577558	0.422442	2880	2055	2169	2895	0	0	9999
chr1	2670001	2680000	0.584358	0.415642	2872	2049	2107	2971	0	0	9999
chr1	2680001	2690000	0.609661	0.390339	2839	1989	1914	3257	0	0	9999
chr1	2690001	2700000	0.588559	0.411441	2996	2074	2040	2889	0	0	9999
chr1	2700001	2710000	0.528753	0.471247	2633	2403	2309	2654	0	0	9999
chr1	2710001	2720000	0.677968	0.322032	3379	1603	1617	3400	0	0	9999
chr1	2720001	2730000	0.605761	0.394239	3161	1985	1957	2896	0	0	9999
chr1	2730001	2740000	0.543454	0.456546	2626	2413	2152	2808	0	0	9999
chr1	2740001	2750000	0.648665	0.351335	3258	1800	1713	3228	0	0	9999
chr1	2750001	2760000	0.655165	0.344834	3372	1804	1644	3179	0	0	9999
chr1	2760001	2770000	0.714071	0.285929	3636	1611	1248	3504	0	0	9999
chr1	2770001	2780000	0.656966	0.343034	3345	1717	1713	3224	0	0	9999
chr1	2780001	2790000	0.501950	0.498050	2566	2504	2476	2453	0	0	9999
chr1	2790001	2800000	0.693069	0.306931	3512	1483	1586	3418	0	0	9999
chr1	2800001	2810000	0.572357	0.427643	2875	2120	2156	2848	0	0	9999
chr1	2810001	2820000	0.611361	0.388639	2926	2017	1869	3187	0	0	9999
chr1	2820001	2830000	0.606261	0.393739	3048	2006	1931	3014	0	0	9999
chr1	2830001	2840000	0.568057	0.431943	2876	2213	2106	2804	0	0	9999
chr1	2840001	2850000	0.619362	0.380638	3153	2052	1754	3040	0	0	9999
chr1	2850001	2860000	0.646565	0.353435	3268	1764	1770	3197	0	0	9999
chr1	2860001	2870000	0.560456	0.439544	2883	2243	2152	2721	0	0	9999
chr1	2870001	2880000	0.552555	0.447445	2644	2101	2373	2881	0	0	9999
chr1	2880001	2890000	0.645365	0.354635	3091	1660	1886	3362	0	0	9999
chr1	2890001	2900000	0.509951	0.490049	2574	2700	2200	2525	0	0	9999
chr1	2900001	2910000	0.690269	0.309731	3533	1555	1542	3369	0	0	9999
chr1	2910001	2920000	0.594959	0.405041	2702	1907	2143	3247	0	0	9999
chr1	2920001	2930000	0.603660	0.396340	2818	1806	2157	3218	0	0	9999
chr1	2930001	2940000	0.588659	0.411341	2946	1967	2146	2940	0	0	9999
chr1	2940001	2950000	0.636764	0.363236	2920	1753	1879	3447	0	0	9999
chr1	2950001	2960000	0.563156	0.436844	2527	2085	2283	3104	0	0	9999
chr1	2960001	2970000	0.647765	0.352235	3065	1669	1853	3412	0	0	9999
chr1	2970001	2980000	0.591559	0.408441	3051	1957	2127	2864	0	0	9999
chr1	2980001	2990000	0.550855	0.449145	2777	2176	2315	2731	0	0	9999
chr1	2990001	3000000	0.512251	0.487749	2497	2573	2304	2625	0	0	9999
chr1	3000001	3010000	0.605761	0.394239	3014	1999	1943	3043	0	0	9999
chr1	3010001	3020000	0.520252	0.479748	2619	2438	2359	2583	0	0	9999
chr1	3020001	3030000	0.638764	0.361236	3061	1831	1781	3326	0	0	9999
chr1	3030001	3040000	0.731173	0.268827	3646	1335	1353	3665	0	0	9999
chr1	3040001	3050000	0.588159	0.411841	2557	1865	2253	3324	0	0	9999
chr1	3050001	3060000	0.106811	0.072307	503	358	365	565	8208	0	9999
chr1	3060001	3070000	0.000000	0.000000	0	0	0	0	9999	0	9999
chr1	3070001	3080000	0.077408	0.049405	378	258	236	396	8731	0	9999
chr1	3080001	3090000	0.596460	0.403540	2910	2025	2010	3054	0	0	9999
chr1	3090001	3100000	0.587459	0.412541	3068	2179	1946	2806	0	0	9999
chr1	3100001	3110000	0.629863	0.370137	3022	1932	1769	3276	0	0	9999
chr1	3110001	3120000	0.627963	0.372037	3124	2089	1631	3155	0	0	9999
chr1	3120001	3130000	0.575858	0.424142	2930	2357	1884	2828	0	0	9999
chr1	3130001	3140000	0.622762	0.377238	3209	2019	1753	3018	0	0	9999
chr1	3140001	3150000	0.647565	0.352435	3318	1964	1560	3157	0	0	9999
chr1	3150001	3160000	0.605461	0.394539	3100	2004	1941	2954	0	0	9999
chr1	3160001	3170000	0.596260	0.403740	2951	1955	2082	3011	0	0	9999
chr1	3170001	3180000	0.622862	0.377138	3052	1851	1920	3176	0	0	9999
chr1	3180001	3190000	0.606361	0.393639	3117	1891	2045	2946	0	0	9999
chr1	3190001	3200000	0.575358	0.424642	2935	2148	2098	2818	0	0	9999
chr1	3200001	3210000	0.668367	0.331633	3328	1739	1577	3355	0	0	9999
chr1	3210001	3220000	0.629363	0.370637	3150	1828	1878	3143	0	0	9999
chr1	3220001	3230000	0.504851	0.495150	2268	1976	2975	2780	0	0	9999
chr1	3230001	3240000	0.607961	0.392039	2916	1875	2045	3163	0	0	9999
chr1	3240001	3250000	0.531353	0.468647	2719	2811	1875	2594	0	0	9999
chr1	3250001	3260000	0.678868	0.321132	3459	1711	1500	3329	0	0	9999
chr1	3260001	3270000	0.592559	0.407441	2985	2026	2048	2940	0	0	9999
chr1	3270001	3280000	0.595160	0.404840	2931	2034	2014	3020	0	0	9999
chr1	3280001	3290000	0.592659	0.407341	2951	1765	2308	2975	0	0	9999
chr1	3290001	3300000	0.633363	0.364636	3020	1887	1759	3313	20	0	9999
chr1	3300001	3310000	0.581158	0.418842	2942	2038	2150	2869	0	0	9999
chr1	3310001	3320000	0.552355	0.447645	2779	2304	2172	2744	0	0	9999
chr1	3320001	3330000	0.668067	0.331933	3277	1742	1577	3403	0	0	9999
chr1	3330001	3340000	0.643764	0.356236	3148	1976	1586	3289	0	0	9999
chr1	3340001	3350000	0.678468	0.321532	3387	1387	1828	3397	0	0	9999
chr1	3350001	3360000	0.640764	0.359236	3173	1673	1919	3234	0	0	9999
chr1	3360001	3370000	0.595860	0.404140	2616	1942	2099	3342	0	0	9999
chr1	3370001	3380000	0.657066	0.342934	2971	1688	1741	3599	0	0	9999
chr1	3380001	3390000	0.647265	0.352735	3302	1793	1734	3170	0	0	9999
chr1	3390001	3400000	0.696470	0.303530	3478	1507	1528	3486	0	0	9999
chr1	3400001	3410000	0.607861	0.392139	3005	1942	1979	3073	0	0	9999
chr1	3410001	3420000	0.524952	0.475047	2600	2377	2373	2649	0	0	9999
chr1	3420001	3430000	0.670567	0.329433	3293	1704	1590	3412	0	0	9999
